id,gender,age,dependents,lifetime,phone_services,internet_services,online_streaming,multiple_connections,premium_plan,online_protect,contract_plan,ebill_services,default_payment,monthly_charges,issues,exit_status
6030,Female,18-30,No,43,No,3G,Major User,,No,Yes,Month-to-month,Yes,Auto-payment,49.05,19,Yes
6229,Male,30-45,No,72,Yes,3G,Major User,Yes,Yes,Yes,Two year,Yes,Auto-payment,85.45,6,No
4880,Male,30-45,No,50,Yes,None,,No,,,Two year,No,Physical,20.55,8,No
1071,Female,18-30,No,2,Yes,3G,No,No,No,No,Month-to-month,Yes,Auto-payment,49.05,25,Yes
1603,Female,18-30,No,15,Yes,,Sometimes,Yes,No,No,Month-to-month,Yes,Auto-payment,64.65,27,Yes
6360,Female,18-30,No,1,Yes,,,No,,,Month-to-month,Yes,Physical,20.3,19,Yes
742,Male,18-30,No,10,Yes,4G,Major User,Yes,No,No,Month-to-month,No,Online Transfer,98.55,26,Yes
4121,Male,45-60,No,27,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,Yes,Online Transfer,95.55,27,Yes
680,Male,30-45,Yes,1,Yes,4G,Sometimes,No,No,No,Month-to-month,No,Online Transfer,80,24,Yes
1617,Male,18-30,No,27,Yes,3G,No,Yes,Yes,Yes,Month-to-month,No,Online Transfer,59.45,12,No
438,Male,30-45,No,35,Yes,4G,Sometimes,Yes,Yes,No,Month-to-month,Yes,Auto-payment,89.85,12,No
6066,Male,18-30,No,2,Yes,,Major User,No,No,Yes,Month-to-month,No,Online Transfer,94.95,28,Yes
1717,Male,30-45,No,72,Yes,None,,No,,,Two year,No,Auto-payment,19.7,16,No
3527,Male,30-45,No,1,Yes,,No,Yes,No,No,Month-to-month,Yes,Auto-payment,74.6,21,Yes
6189,Male,30-45,Yes,72,Yes,3G,Major User,Yes,Yes,Yes,Two year,Yes,Auto-payment,91.95,16,No
1807,Female,18-30,No,1,Yes,4G,No,No,No,Yes,Month-to-month,No,Online Transfer,76.35,24,Yes
1790,Female,18-30,No,12,Yes,,Sometimes,No,No,No,Month-to-month,No,Auto-payment,78.1,19,Yes
6785,Male,18-30,No,61,Yes,,Major User,Yes,Yes,Yes,Two year,Yes,Auto-payment,111.6,17,Yes
1860,Male,30-45,Yes,71,Yes,None,,No,,,Two year,No,Physical,19.45,12,No
5980,Female,18-30,No,17,Yes,3G,Major User,No,Yes,No,One year,No,Auto-payment,79.85,11,No
299,Female,18-30,Yes,1,Yes,4G,No,No,No,No,Month-to-month,Yes,Physical,73.6,26,Yes
1734,Male,18-30,No,9,No,,Major User,,No,No,Month-to-month,Yes,Online Transfer,45.4,24,Yes
622,Male,30-45,Yes,40,Yes,4G,Sometimes,No,No,Yes,One year,Yes,Online Transfer,85.05,19,No
3719,Male,18-30,No,28,Yes,None,,No,,,One year,No,Auto-payment,18.25,8,No
2717,Female,30-45,Yes,72,Yes,3G,Major User,Yes,Yes,Yes,Two year,No,Auto-payment,92.65,19,No
4687,Male,30-45,No,22,Yes,4G,Major User,No,No,Yes,Month-to-month,Yes,Auto-payment,94.7,17,Yes
3185,Female,>60,No,1,No,3G,No,,No,No,Month-to-month,No,Physical,25.05,26,Yes
1802,Male,30-45,Yes,7,No,3G,No,,No,Yes,Two year,No,Physical,38.55,12,No
5637,Male,30-45,Yes,64,Yes,4G,Sometimes,Yes,No,Yes,One year,No,Auto-payment,90.25,17,No
4082,Male,30-45,No,49,Yes,3G,Major User,Yes,Yes,Yes,One year,No,Online Transfer,84.35,17,Yes
3061,Male,>60,No,23,Yes,,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,106.4,19,Yes
5871,Male,18-30,No,24,Yes,3G,No,Yes,No,No,Month-to-month,Yes,Auto-payment,55.65,28,Yes
5557,Female,18-30,No,5,Yes,4G,Sometimes,No,No,No,Month-to-month,No,Online Transfer,80.2,19,No
3317,Male,30-45,No,63,Yes,,Sometimes,No,Yes,No,One year,No,Auto-payment,70.8,16,No
3977,Male,30-45,No,63,Yes,4G,Major User,No,Yes,Yes,Two year,Yes,Auto-payment,110.1,13,No
3304,Male,45-60,No,69,Yes,4G,Major User,Yes,Yes,Yes,Two year,Yes,Online Transfer,109.95,999,No
1836,Male,18-30,No,24,Yes,4G,Major User,No,Yes,No,Month-to-month,Yes,Online Transfer,96,21,Yes
3557,Female,>60,No,33,No,,Major User,,No,Yes,Month-to-month,Yes,Auto-payment,59.45,13,No
2378,Female,30-45,No,35,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,70.3,29,Yes
1509,Male,18-30,No,17,Yes,4G,No,No,No,Yes,Month-to-month,Yes,Online Transfer,76.65,21,Yes
2003,Female,18-30,No,57,Yes,4G,Major User,No,No,Yes,Two year,Yes,Online Transfer,95.25,20,Yes
2129,Male,18-30,No,1,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,75.3,27,Yes
6814,Female,45-60,No,57,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,No,Auto-payment,94,15,No
4647,Male,30-45,Yes,4,Yes,3G,No,No,No,No,Month-to-month,No,Physical,45.25,17,No
6591,Male,18-30,No,2,Yes,4G,No,No,No,No,Month-to-month,Yes,Auto-payment,69.8,20,Yes
2054,Female,18-30,No,2,Yes,3G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,49.4,18,Yes
5446,Male,18-30,No,1,Yes,None,,No,,,Month-to-month,No,Physical,19.65,23,Yes
4509,Female,18-30,No,1,Yes,4G,Sometimes,No,No,No,Month-to-month,No,Online Transfer,84.3,19,Yes
3937,Female,18-30,No,4,Yes,None,,No,,,Month-to-month,Yes,Auto-payment,20.15,12,No
3992,Female,18-30,No,70,Yes,3G,Major User,Yes,No,Yes,Two year,No,Physical,84.7,13,No
1791,Female,30-45,No,44,Yes,3G,No,No,No,Yes,One year,Yes,Physical,61.5,19,No
588,Male,30-45,No,72,Yes,4G,Sometimes,Yes,No,Yes,Two year,Yes,Online Transfer,99.15,2,No
6924,Male,18-30,No,1,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,69.35,25,Yes
1024,Male,18-30,No,37,Yes,4G,No,No,No,No,Month-to-month,Yes,Physical,70.35,4,No
210,Male,18-30,No,2,Yes,3G,No,No,No,No,Month-to-month,Yes,Auto-payment,46,27,Yes
5944,Male,18-30,No,12,Yes,3G,No,No,Yes,No,Month-to-month,No,Physical,56.65,22,Yes
5678,Female,18-30,Yes,1,Yes,3G,No,No,Yes,No,Month-to-month,Yes,Online Transfer,60,26,Yes
1556,Female,18-30,No,1,Yes,4G,Sometimes,No,Yes,No,Month-to-month,No,Online Transfer,91.7,23,Yes
225,Male,18-30,No,24,No,,Major User,,No,No,One year,Yes,Physical,50.6,12,No
5679,Male,18-30,No,8,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,86.55,28,Yes
6638,Male,18-30,No,57,Yes,None,,No,,,Two year,No,Physical,2000,18,No
3019,Female,30-45,Yes,22,Yes,3G,No,No,Yes,No,Month-to-month,No,Online Transfer,55.15,20,Yes
3934,Female,18-30,Yes,10,No,3G,No,,Yes,No,One year,No,Physical,40.25,18,No
1644,Female,18-30,No,34,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Physical,109.8,27,Yes
4217,Male,45-60,No,14,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,75.1,16,No
5419,Female,45-60,No,72,Yes,4G,No,Yes,No,No,Two year,No,Auto-payment,78.5,19,No
6163,Female,30-45,No,19,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,89.1,17,No
1073,Male,18-30,No,7,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Auto-payment,98.05,16,Yes
2560,Male,18-30,No,46,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,93.7,17,Yes
1618,Female,>60,No,23,Yes,4G,Major User,No,No,No,Month-to-month,Yes,Online Transfer,94.75,24,Yes
3792,Female,>60,No,26,Yes,4G,Major User,No,No,No,Month-to-month,Yes,Online Transfer,91.25,17,Yes
4435,Male,30-45,No,17,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Auto-payment,80.5,7,No
4382,Female,>60,No,4,Yes,3G,No,Yes,No,No,Month-to-month,No,Physical,48.75,2,No
2954,Female,18-30,No,7,Yes,4G,No,Yes,No,No,Month-to-month,No,Physical,75.45,17,Yes
3665,Male,30-45,No,71,Yes,4G,Sometimes,Yes,No,Yes,Two year,Yes,Online Transfer,99,19,No
6863,Female,30-45,No,48,Yes,3G,No,Yes,Yes,No,One year,Yes,Auto-payment,60.6,16,No
777,Male,18-30,No,2,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,82,25,Yes
728,Female,>60,No,30,Yes,4G,No,Yes,No,Yes,Month-to-month,No,Auto-payment,91.7,17,Yes
3618,Male,30-45,Yes,47,Yes,3G,No,Yes,No,No,Month-to-month,No,Online Transfer,54.25,17,No
5076,Female,30-45,Yes,33,Yes,4G,Major User,No,No,Yes,One year,Yes,Online Transfer,93.8,27,Yes
1944,Male,18-30,Yes,8,No,3G,No,,No,No,Month-to-month,No,Physical,25.5,22,Yes
1578,Female,18-30,No,7,Yes,3G,Sometimes,No,Yes,No,Month-to-month,Yes,Physical,59.5,20,Yes
5112,Female,18-30,No,7,Yes,None,,No,,,Month-to-month,No,Physical,20.05,28,Yes
4306,Male,30-45,Yes,40,Yes,4G,Major User,Yes,Yes,No,Month-to-month,Yes,Auto-payment,110.1,13,No
6486,Female,30-45,No,5,Yes,3G,Sometimes,Yes,Yes,Yes,Month-to-month,No,Auto-payment,67.95,19,Yes
3473,Male,30-45,No,42,Yes,,Major User,Yes,Yes,Yes,Month-to-month,Yes,Auto-payment,106.15,28,Yes
147,Male,18-30,No,1,Yes,3G,No,No,No,No,Month-to-month,Yes,Online Transfer,45.65,28,Yes
6320,Female,30-45,Yes,30,Yes,3G,Sometimes,No,Yes,Yes,One year,Yes,Online Transfer,64.5,10,No
1655,Female,30-45,Yes,3,Yes,3G,No,No,No,No,Month-to-month,No,Physical,44.3,17,Yes
4102,Male,30-45,Yes,7,Yes,3G,No,No,No,No,Month-to-month,No,Online Transfer,44.75,12,No
5654,Male,45-60,No,70,Yes,4G,Major User,No,No,Yes,Two year,No,Auto-payment,105.35,9,No
6179,Female,>60,No,11,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Auto-payment,95.15,25,Yes
6560,Male,18-30,Yes,23,Yes,None,,No,,,One year,No,Physical,19.8,9,No
580,Female,30-45,Yes,12,Yes,None,,No,,,Month-to-month,No,Physical,19,20,Yes
2539,Female,30-45,Yes,65,Yes,None,,Yes,,,Two year,No,Auto-payment,26,18,No
12,Male,30-45,No,58,Yes,4G,Major User,Yes,No,Yes,One year,No,Auto-payment,100.35,15,No
5317,Female,18-30,No,6,Yes,3G,No,No,Yes,No,Month-to-month,Yes,Auto-payment,49.65,15,Yes
5899,Male,>60,No,67,Yes,,No,Yes,No,No,Month-to-month,Yes,Physical,75.7,18,No
1780,Female,18-30,Yes,18,Yes,None,,No,,,One year,No,Auto-payment,20.15,20,Yes
5234,Female,30-45,No,40,Yes,4G,Major User,Yes,No,Yes,One year,No,Auto-payment,105.75,10,No
2350,Female,18-30,No,5,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,84,7,No
1915,Male,18-30,No,24,Yes,,No,No,Yes,No,Month-to-month,Yes,Auto-payment,51.1,15,No
2709,Male,45-60,No,41,No,3G,Major User,,No,Yes,Month-to-month,Yes,Online Transfer,53.95,18,No
864,Male,18-30,No,22,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Auto-payment,94.65,18,Yes
7032,Male,>60,No,1,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,75.75,23,Yes
5632,Male,18-30,No,58,Yes,None,,No,,,Two year,No,Auto-payment,20.3,5,No
318,Male,45-60,No,24,Yes,4G,Major User,No,No,Yes,Month-to-month,Yes,Online Transfer,93.15,16,Yes
6506,Female,18-30,No,13,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,84.6,19,Yes
933,Female,>60,No,4,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,84.6,25,Yes
2644,Male,18-30,No,18,No,3G,No,,No,Yes,Month-to-month,Yes,Auto-payment,33.5,17,Yes
6715,Female,18-30,No,11,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,Yes,Online Transfer,89.2,2,No
799,Male,18-30,No,62,Yes,,Major User,Yes,No,Yes,One year,Yes,Online Transfer,96.75,21,Yes
6132,Female,18-30,No,67,No,3G,Major User,,Yes,Yes,Month-to-month,Yes,Auto-payment,53.4,15,No
5242,Male,18-30,No,20,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,Yes,Online Transfer,88.7,18,Yes
503,Female,30-45,Yes,52,Yes,4G,No,No,Yes,Yes,Month-to-month,Yes,Auto-payment,84.05,10,No
4412,Male,18-30,No,66,Yes,None,,Yes,,,One year,No,Auto-payment,25.45,9,No
6703,Female,18-30,No,2,No,3G,Major User,,No,No,Month-to-month,Yes,Online Transfer,45.25,19,Yes
1481,Male,30-45,Yes,72,No,3G,Major User,,Yes,Yes,Two year,Yes,Auto-payment,65.1,10,No
4093,Female,18-30,No,29,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Auto-payment,76,4,No
104,Male,30-45,No,68,Yes,4G,Major User,Yes,Yes,Yes,Two year,Yes,Auto-payment,110,22,Yes
4847,Female,>60,No,37,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,76.25,20,Yes
633,Male,18-30,No,10,Yes,None,,No,,,One year,No,Physical,20.35,6,No
6251,Female,30-45,Yes,10000,Yes,None,,No,,,Month-to-month,No,Online Transfer,19.25,15,No
4028,Male,18-30,No,63,Yes,4G,Major User,No,Yes,Yes,Two year,No,Auto-payment,109.2,18,No
83,Female,18-30,No,42,Yes,4G,Major User,No,Yes,Yes,Month-to-month,Yes,Auto-payment,103.8,16,No
844,Male,18-30,No,1,Yes,,Major User,No,No,No,Month-to-month,Yes,Online Transfer,89.9,17,Yes
4251,Female,30-45,Yes,24,No,3G,Sometimes,,Yes,Yes,Two year,Yes,Physical,52.5,8,No
854,Female,18-30,No,68,Yes,None,,No,,,Two year,No,Auto-payment,20.5,6,No
5907,Male,18-30,No,1,Yes,3G,No,No,No,No,Month-to-month,Yes,Physical,44.3,9,No
4085,Female,18-30,No,30,No,3G,Sometimes,,Yes,No,One year,Yes,Auto-payment,40.35,14,No
5482,Male,30-45,Yes,33,Yes,3G,Major User,No,Yes,Yes,One year,Yes,Physical,73.9,21,Yes
3191,Male,>60,No,12,No,3G,No,,No,No,Month-to-month,Yes,Auto-payment,29.35,13,No
5277,Female,18-30,No,6,Yes,4G,Major User,No,No,No,Month-to-month,No,Online Transfer,89.3,27,Yes
1959,Female,30-45,Yes,5,No,3G,No,,Yes,No,Month-to-month,No,Online Transfer,34.25,8,No
5638,Male,18-30,No,1,Yes,None,,No,,,Month-to-month,No,Online Transfer,19.95,28,Yes
4444,Female,18-30,No,3,Yes,None,,No,,,Month-to-month,No,Physical,19.85,28,Yes
4312,Male,30-45,Yes,33,Yes,3G,Major User,No,Yes,Yes,Two year,No,Auto-payment,82.1,14,No
5427,Female,18-30,No,31,Yes,4G,No,Yes,No,Yes,Month-to-month,Yes,Auto-payment,84.75,9,No
5956,Female,18-30,No,31,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,Yes,Online Transfer,89.9,22,Yes
146,Male,18-30,No,3,Yes,None,,No,,,One year,No,Physical,19.6,11,No
5936,Female,30-45,Yes,38,Yes,None,,No,,,Two year,Yes,Physical,19.95,6,No
5502,Male,45-60,No,16,Yes,4G,No,No,No,No,Month-to-month,Yes,Auto-payment,71.8,17,Yes
2393,Female,30-45,Yes,33,Yes,4G,Major User,Yes,No,Yes,One year,Yes,Physical,103.7,25,Yes
2904,Male,18-30,No,25,Yes,4G,No,No,No,No,Month-to-month,No,Physical,70.95,19,Yes
2475,Female,18-30,No,53,Yes,4G,Sometimes,No,Yes,Yes,Two year,No,Physical,99.5,15,No
4174,Female,18-30,No,37,No,3G,No,,Yes,No,Month-to-month,No,Auto-payment,2000,15,Yes
980,Female,18-30,No,20,Yes,None,,No,,,Month-to-month,Yes,Auto-payment,19.5,16,No
5512,Female,30-45,Yes,9,Yes,3G,No,Yes,No,No,Month-to-month,Yes,Physical,55.3,15,No
4151,Female,>60,No,57,No,3G,Major User,,No,Yes,Month-to-month,Yes,Online Transfer,55,8,No
3431,Male,30-45,No,24,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,101.05,26,Yes
6744,Male,18-30,No,68,Yes,4G,Sometimes,Yes,No,Yes,One year,No,Auto-payment,101.35,7,No
258,Female,30-45,No,2,Yes,3G,No,No,No,No,Month-to-month,Yes,Auto-payment,44.6,21,Yes
5497,Male,30-45,Yes,49,No,3G,Major User,,No,No,One year,Yes,Auto-payment,51.8,22,Yes
2720,Male,18-30,No,15,Yes,3G,No,Yes,No,No,Month-to-month,No,Online Transfer,51.55,19,Yes
3944,Female,30-45,Yes,9,Yes,None,,No,,,One year,No,Physical,20.25,11,No
410,Male,>60,No,3,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,81.35,25,Yes
5159,Male,18-30,No,9,Yes,,No,Yes,No,No,Month-to-month,Yes,Online Transfer,76.25,9,No
3974,Male,30-45,No,37,Yes,3G,Major User,Yes,No,Yes,One year,No,Physical,79.25,13,No
5631,Male,30-45,No,3,No,3G,No,,No,No,Month-to-month,No,Physical,25,19,No
5496,Male,30-45,Yes,43,Yes,None,,Yes,,,Two year,No,Physical,24.25,12,No
3849,Female,30-45,No,58,Yes,4G,Major User,Yes,No,Yes,Two year,Yes,Auto-payment,109.45,29,Yes
2612,Female,30-45,Yes,14,Yes,3G,Major User,Yes,Yes,No,Month-to-month,No,Auto-payment,80.45,4,No
6224,Male,30-45,Yes,51,Yes,4G,No,Yes,Yes,No,One year,No,Auto-payment,84.2,13,No
6937,Female,18-30,No,28,No,3G,No,,Yes,Yes,Month-to-month,Yes,Physical,35.75,4,No
45,Female,18-30,No,49,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,84.5,6,No
1577,Female,30-45,Yes,17,Yes,4G,Major User,No,Yes,Yes,One year,No,Auto-payment,98.6,29,Yes
5547,Female,18-30,No,3,Yes,4G,Major User,No,No,No,Month-to-month,Yes,Online Transfer,89.45,15,Yes
4042,Male,18-30,No,5,Yes,3G,No,No,No,No,Month-to-month,Yes,Online Transfer,51.35,999,No
2848,Male,30-45,Yes,24,Yes,3G,No,No,No,Yes,One year,Yes,Auto-payment,56.25,12,No
2214,Female,18-30,No,14,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,86.3,18,Yes
220,Female,18-30,No,4,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,70.15,29,Yes
5345,Male,18-30,No,26,Yes,4G,Sometimes,No,No,Yes,Month-to-month,No,Online Transfer,89.8,15,Yes
2204,Male,30-45,Yes,67,Yes,4G,Major User,Yes,No,Yes,One year,Yes,Online Transfer,111.3,17,Yes
2477,Male,18-30,No,3,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Physical,86.05,13,No
2776,Male,45-60,No,16,Yes,4G,No,No,No,No,Month-to-month,Yes,Auto-payment,74.3,15,Yes
2097,Male,18-30,No,9,Yes,4G,Major User,No,No,Yes,Month-to-month,Yes,Online Transfer,94.05,19,No
26,Male,30-45,Yes,47,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,99.35,27,Yes
4285,Male,30-45,Yes,45,Yes,3G,Sometimes,Yes,Yes,No,Two year,No,Auto-payment,73.85,8,No
2266,Male,45-60,No,52,Yes,4G,Major User,No,Yes,Yes,One year,Yes,Auto-payment,104.45,8,No
3282,Male,30-45,No,60,Yes,4G,Major User,Yes,No,Yes,One year,No,Auto-payment,102.5,14,No
3178,Male,30-45,No,52,Yes,4G,Sometimes,No,No,No,Month-to-month,No,Online Transfer,84.1,999,Yes
4618,Male,>60,No,4,Yes,4G,Major User,No,No,Yes,Month-to-month,Yes,Online Transfer,94.75,9,No
5857,Female,30-45,Yes,17,Yes,,Sometimes,Yes,No,Yes,Month-to-month,No,Online Transfer,88.25,15,Yes
2077,Female,18-30,No,1,Yes,4G,No,No,No,No,Month-to-month,No,Online Transfer,71.35,25,Yes
1199,Female,30-45,No,17,Yes,4G,No,Yes,No,No,Month-to-month,No,Online Transfer,78.9,19,No
3647,Male,>60,No,8,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,69.7,12,No
2324,Female,45-60,No,15,Yes,4G,No,Yes,Yes,Yes,Month-to-month,Yes,Online Transfer,83.05,21,Yes
6681,Male,>60,No,3,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,No,Online Transfer,91.05,19,Yes
5368,Female,>60,No,3,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,70.3,25,Yes
2786,Male,18-30,Yes,27,Yes,3G,No,No,No,No,One year,No,Physical,56.2,2,No
4499,Female,18-30,Yes,12,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,78.3,22,Yes
619,Female,18-30,No,7,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Auto-payment,78.55,4,No
5605,Male,30-45,Yes,10,Yes,3G,Sometimes,No,No,Yes,Month-to-month,No,Physical,60.2,18,No
845,Female,30-45,Yes,15,Yes,,,No,,,One year,No,Physical,20.55,4,No
1483,Female,30-45,Yes,51,Yes,,Sometimes,No,Yes,No,One year,Yes,Auto-payment,69.75,3,No
6461,Male,30-45,No,49,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Auto-payment,85.3,5,No
3517,Male,30-45,No,70,Yes,4G,Major User,No,Yes,Yes,One year,Yes,Auto-payment,109.5,25,Yes
1913,Female,18-30,No,65,Yes,4G,Sometimes,Yes,No,Yes,One year,Yes,Online Transfer,95.5,7,No
3717,Male,18-30,No,29,Yes,3G,No,No,No,Yes,Month-to-month,No,Auto-payment,48.95,14,No
645,Male,45-60,No,20,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,94.55,26,Yes
4188,Female,>60,No,28,Yes,4G,Major User,Yes,Yes,Yes,Month-to-month,Yes,Online Transfer,103.3,22,Yes
5622,Male,18-30,No,23,Yes,4G,Major User,Yes,Yes,Yes,Month-to-month,Yes,Physical,104.05,26,Yes
1164,Female,45-60,No,71,Yes,3G,Sometimes,Yes,Yes,Yes,Two year,Yes,Auto-payment,82.7,13,No
55,Male,>60,No,18,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,95.45,29,Yes
82,Female,30-45,No,7,Yes,,No,No,No,Yes,Month-to-month,Yes,Auto-payment,2000,16,Yes
3190,Male,30-45,Yes,66,No,3G,Major User,,Yes,Yes,Two year,No,Auto-payment,54.65,5,No
2087,Female,18-30,No,4,No,3G,No,,No,No,Month-to-month,Yes,Online Transfer,33.65,20,Yes
2055,Male,18-30,No,45,Yes,4G,Major User,Yes,Yes,Yes,Month-to-month,Yes,Auto-payment,108.45,16,No
5516,Male,18-30,No,4,Yes,3G,No,Yes,No,No,Month-to-month,No,Auto-payment,51.75,23,Yes
6877,Female,18-30,No,1,Yes,4G,No,No,No,No,Month-to-month,No,Auto-payment,69.7,27,Yes
5724,Male,18-30,No,1,Yes,4G,No,No,No,No,Month-to-month,Yes,Physical,71.35,19,Yes
3139,Male,18-30,No,2,No,3G,No,,Yes,No,Month-to-month,No,Auto-payment,29.85,19,Yes
6780,Male,30-45,Yes,13,Yes,3G,No,No,No,No,Month-to-month,No,Auto-payment,44.8,16,No
1929,Male,30-45,Yes,1,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,81.05,7,No
3947,Female,18-30,No,5,Yes,3G,No,No,No,Yes,Month-to-month,No,Auto-payment,55.8,12,No
5052,Male,18-30,Yes,18,Yes,3G,No,No,No,No,Month-to-month,Yes,Auto-payment,45.65,4,No
333,Female,18-30,No,7,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,73.85,29,Yes
4704,Male,18-30,No,1,Yes,3G,No,Yes,No,No,Month-to-month,No,Online Transfer,61.15,17,No
6227,Male,18-30,No,2,Yes,3G,No,No,No,No,Month-to-month,No,Auto-payment,46.05,21,Yes
2607,Male,>60,No,10000,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,69.75,22,Yes
3357,Female,18-30,Yes,1,Yes,3G,Sometimes,No,No,Yes,Month-to-month,No,Online Transfer,59.2,22,Yes
2968,Male,18-30,No,3,Yes,4G,Sometimes,No,No,Yes,Month-to-month,No,Online Transfer,90.4,12,No
319,Male,30-45,No,35,Yes,4G,Sometimes,Yes,Yes,No,Month-to-month,Yes,Auto-payment,91.5,18,No
1117,Male,18-30,No,52,Yes,4G,Sometimes,Yes,No,Yes,Two year,Yes,Auto-payment,89.45,8,No
1015,Male,30-45,Yes,12,Yes,3G,Sometimes,No,No,No,One year,No,Auto-payment,53.65,28,Yes
5686,Male,>60,No,6,Yes,,Sometimes,No,No,No,Month-to-month,Yes,Auto-payment,85.15,17,Yes
1651,Male,>60,No,1,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,79.1,18,Yes
1100,Male,18-30,Yes,15,Yes,None,,Yes,,,Month-to-month,Yes,Online Transfer,24.8,7,No
324,Male,18-30,No,69,No,3G,Major User,,Yes,No,Two year,Yes,Auto-payment,60.05,5,No
436,Male,30-45,No,36,Yes,None,,No,,,One year,No,Auto-payment,20.85,17,No
685,Female,18-30,No,1,Yes,3G,No,No,Yes,No,Month-to-month,Yes,Online Transfer,49.9,14,No
538,Female,30-45,No,69,Yes,4G,Major User,No,No,No,One year,Yes,Auto-payment,95.65,2,No
6279,Female,30-45,Yes,21,Yes,3G,No,No,No,No,Month-to-month,Yes,Online Transfer,44.95,4,No
6418,Male,30-45,No,31,Yes,3G,Major User,Yes,Yes,Yes,One year,Yes,Physical,79.3,6,No
3241,Male,18-30,No,1,Yes,None,,No,,,Month-to-month,No,Physical,20.1,21,Yes
4015,Female,18-30,No,36,Yes,3G,No,Yes,No,No,One year,No,Physical,54.45,5,No
1127,Female,30-45,Yes,23,Yes,3G,No,No,Yes,Yes,One year,Yes,Physical,2000,2,No
4430,Female,30-45,Yes,32,Yes,3G,No,No,Yes,No,Month-to-month,No,Auto-payment,61.4,10,No
6705,Male,30-45,Yes,22,Yes,3G,No,No,Yes,No,Month-to-month,Yes,Online Transfer,51.1,17,No
2314,Female,30-45,Yes,72,Yes,3G,Major User,Yes,Yes,Yes,Two year,Yes,Auto-payment,93.25,8,No
1631,Female,45-60,No,17,Yes,4G,No,Yes,No,Yes,Month-to-month,Yes,Auto-payment,85.35,21,Yes
6175,Male,30-45,Yes,32,Yes,4G,Sometimes,No,No,No,One year,Yes,Online Transfer,90.8,10,No
3655,Female,30-45,No,32,Yes,None,,No,,,Month-to-month,No,Auto-payment,19.4,9,No
6390,Male,30-45,Yes,70,Yes,,Major User,No,Yes,Yes,One year,Yes,Online Transfer,106.15,18,No
5312,Male,18-30,No,1,Yes,3G,No,No,Yes,No,Month-to-month,No,Physical,51.25,25,Yes
2637,Female,30-45,Yes,36,No,3G,No,,Yes,Yes,Two year,No,Auto-payment,2000,12,No
4266,Male,18-30,No,62,Yes,4G,Sometimes,Yes,Yes,No,One year,No,Online Transfer,102,20,Yes
1615,Female,30-45,No,49,Yes,None,,No,,,One year,Yes,Auto-payment,20.05,15,No
4396,Male,>60,No,1,No,3G,No,,No,No,Month-to-month,Yes,Online Transfer,25.1,24,Yes
